type,fixed_acidity,volatile_acidity,citric_acid,density,pH,sulphates,alcohol,quality
white,6,0.39,0.17,0.9976,3.15,0.38,9,6
white,6.2,0.3,0.26,0.99775,3.17,0.43,9.5,6
white,6,0.28,0.49,0.9953,3.19,0.47,9.3,5
white,6,0.41,0.05,0.9932,3.21,0.56,9.2,6
white,6.4,,0.28,0.99405,3.42,0.5,9.1,7
white,6.5,0.26,0.32,1,3.38,0.46,9.5,6
white,7.9,0.35,0.24,0.99785,3.03,0.59,10.5,6
white,6.2,0.3,0.17,0.9939,3.01,0.46,9,5
white,8.4,0.18,0.42,0.9939,3.16,0.52,11.7,5
white,6.6,0.56,0.22,0.99675,3.2,0.51,9.1,5
white,6.2,0.3,0.17,0.9939,3.01,0.46,9,5
white,6.6,0.56,0.22,0.99675,3.2,0.51,9.1,5
white,6.6,0.36,0.29,0.98965,3.41,0.61,12.4,9
white,7.3,0.655,0.2,0.9971,2.96,0.58,9.2,6
white,6.8,0.18,0.21,0.99445,3.3,0.43,9.4,5
white,6.7,0.19,0.23,0.9945,3.34,0.43,9.6,6
white,8.4,0.18,0.42,0.9939,3.16,0.52,11.7,5
white,7,0.21,0.37,0.9958,3.26,0.56,9.8,6
white,6.8,0.25,0.38,0.9956,3.33,0.59,10.2,6
white,7.4,0.24,0.36,0.99055,3.28,0.48,12.5,9
white,7.1,0.16,0.36,0.9959,3.16,0.44,10.9,7
white,7.1,0.16,0.36,0.9925,3.16,0.42,11,7
white,7.3,0.205,0.31,0.9963,3.72,0.69,10.5,6
white,7.4,0.17,0.4,0.9935,3.05,0.62,11.5,4
white,7.3,0.3,0.34,0.99105,3.36,0.53,12.8,8
white,6.9,0.25,0.34,0.99045,3.18,0.44,12.2,6
white,7.3,0.205,0.31,0.9963,3.72,0.69,10.5,6
white,7.5,0.42,0.34,0.99155,3.14,0.45,12.8,8
white,7.3,0.25,0.36,0.99085,3.25,0.4,11.9,8
white,7.3,0.25,0.36,0.99085,3.25,0.4,11.9,8
white,7.3,0.25,0.36,0.99085,3.25,0.4,11.9,8
white,7.5,0.34,0.35,0.9924,3.16,0.39,12,7
white,7.6,0.33,0.35,0.9924,3.16,0.39,12,7
white,8.7,0.23,0.32,0.99975,3.12,0.47,8.8,7
white,8.7,0.23,0.32,0.99975,3.12,0.47,8.8,7
white,6.9,0.19,0.35,0.99315,3.21,0.54,10.8,7
white,7.3,0.21,0.29,0.9917,3.3,0.5,11,8
white,7.3,0.21,0.29,0.9917,3.3,0.5,11,8
white,6.6,0.22,0.37,0.99845,3.02,0.4,9.3,5
white,9.2,0.34,0.27,0.9921,3.08,0.39,10.8,5
white,8.7,0.23,0.32,0.99975,3.12,0.47,8.8,7
white,6,0.2,0.24,0.9909,3.31,0.47,11.5,6
white,6.9,0.19,0.35,0.99315,3.21,0.54,10.8,7
white,8.2,0.38,0.49,0.99855,3.1,0.54,9.4,5
white,6.9,0.18,0.36,0.9934,3.27,0.95,9.5,7
white,7.7,0.34,0.58,0.9978,3.06,0.49,8.6,5
white,6.9,0.18,0.36,0.9934,3.27,0.95,9.5,7
white,7.4,0.2,0.35,0.9949,3.49,0.77,10.3,7
white,8.2,0.38,0.49,0.99855,3.1,0.54,9.4,5
white,8.2,0.4,0.48,0.9986,3.1,0.52,9.4,5
white,6.7,0.22,0.39,0.99725,3.17,0.54,10,7
white,6.6,0.3,0.3,0.9946,3.18,0.47,9.4,5
white,8.1,0.27,0.35,0.99255,3.22,0.63,10.4,8
white,7.3,0.25,0.42,0.9996,3.29,0.75,9.1,7
white,4.8,0.34,0,0.9939,3.36,0.61,9.9,6
white,6.2,0.28,0.33,0.99,3.24,0.5,12.1,6
white,4.8,0.33,0,0.9937,3.35,0.61,9.9,5
white,6.1,0.27,0.33,0.9886,3.12,0.3,12.5,6
white,6.9,0.18,0.36,0.9934,3.27,0.95,9.5,7
white,7.8,0.18,0.46,1,3.24,0.76,8.5,8
white,7.3,0.28,0.42,0.9994,3.28,0.82,9,7
white,7.3,0.24,0.29,0.9926,3.19,0.7,10.1,6
white,6,0.45,0.65,0.9956,3.04,0.48,9.4,5
white,7.7,0.34,0.58,0.9978,3.06,0.49,8.6,5
white,6.3,0.26,0.21,0.9915,3.06,0.34,10.7,6
white,10.3,0.17,0.47,0.9939,2.89,0.28,9.6,3
white,7.7,0.15,0.29,0.9932,3.35,0.39,10.1,5
white,7.1,0.21,0.32,0.993,3.2,0.57,10,7
white,6.9,0.36,0.34,0.9898,3.28,0.36,12.7,9
white,6,0.28,0.34,0.9921,3.19,0.38,10.2,6
white,6.2,0.16,0.54,0.9932,3.23,0.37,8.9,6
white,6.9,0.12,0.36,0.9919,3.41,0.82,11.9,8
white,7.1,0.21,0.32,0.993,3.2,0.57,10,7
white,8.8,0.36,0.44,0.9953,3.19,0.48,9.9,6
white,7.4,0.26,0.43,0.9928,3.13,0.55,11.5,6
white,7.4,0.26,0.43,0.9928,3.13,0.55,11.5,6
white,6.8,0.23,0.29,0.9976,3.35,0.52,9.8,6
white,6.1,0.34,0.27,0.9906,3.4,0.67,12.2,7
white,7.3,0.26,0.31,0.9918,3.19,0.51,11.4,6
white,6.5,0.3,0.32,0.99185,3.37,0.68,11,7
white,7.3,0.26,0.31,0.9918,3.19,0.51,11.4,6
white,6.5,0.3,0.32,0.99185,3.37,0.68,11,7
white,5,0.31,0,0.994,3.3,0.63,9.9,6
white,5.8,0.26,0.18,0.9908,3.42,0.4,11,7
white,5.9,0.26,0.3,0.9928,3.58,0.48,9.4,5
white,7,0.31,0.29,0.9896,3.12,0.36,12.2,7
white,5.8,0.26,0.18,0.9908,3.42,0.4,11,7
white,5.6,0.19,0.39,0.9918,3.23,0.53,10.3,6
white,6.8,0.18,0.28,0.9952,3.22,0.53,10.5,6
white,7,0.29,0.26,0.9923,3.08,0.46,10.5,6
white,6.6,0.26,0.29,0.9915,3.05,0.49,10.9,6
white,6.8,0.18,0.28,0.9952,3.22,0.53,10.5,6
white,6.6,0.2,0.38,0.9947,3.32,0.56,11,7
white,8,0.29,0.29,0.9983,3.25,0.37,9.7,6
white,6.1,0.28,0.35,0.9975,3.08,0.4,8.9,5
white,5.9,0.31,0.3,0.995,3.2,0.39,9.6,6
white,6.9,0.21,0.28,0.9944,3.02,0.47,8.8,8
white,8.4,0.19,0.42,0.994,3.06,0.65,11.1,4
white,8.3,0.27,0.45,0.9944,3.08,0.61,10.3,4
white,7.1,0.25,0.39,0.9908,3.28,0.43,12.2,8
white,8,0.23,0.37,0.99795,3.32,0.47,9.8,4
white,7.5,0.24,,0.9985,3.08,0.53,8.8,5
white,6.3,0.33,0.2,0.99425,3.15,0.63,9.9,5
white,6.2,0.33,0.19,0.99425,3.15,0.63,9.9,5
white,6.3,0.34,0.19,0.9943,3.15,0.63,9.9,5
white,5.8,0.29,0.05,0.9924,3.36,0.35,9.2,5
white,8,0.32,0.26,0.9946,3.24,0.37,9.5,4
white,5.6,0.29,0.05,0.9924,3.36,0.35,9.2,5
white,7.4,0.13,0.39,0.995,3.36,0.56,10.3,7
white,7.7,0.3,0.32,0.9919,2.93,0.33,11,6
white,7,0.24,0.34,0.99,3.06,0.39,11.9,6
white,8.6,0.18,0.4,0.9923,2.94,0.32,10.2,7
white,7,0.11,0.32,0.9956,3.55,0.44,9.4,7
white,7.7,0.32,0.62,0.9978,3.13,0.44,8.9,6
white,7.7,0.32,0.62,0.9978,3.13,0.44,8.9,6
white,6.5,0.26,0.27,0.9967,3.17,0.43,10,6
white,7.9,0.28,0.41,0.9934,3.45,0.49,10.7,8
white,6.3,0.27,0.23,0.9936,3.28,0.43,9.8,5
white,5.4,0.595,0.1,0.9932,3.36,0.38,9.3,5
white,6.7,0.25,0.33,0.9934,3.02,0.48,9.5,7
white,6.5,0.25,0.35,0.998,3.58,0.47,10,5
white,6.1,0.36,0.58,0.9978,3.15,0.51,9,5
white,7.7,0.17,0.52,0.9929,3.14,0.4,11.9,7
white,6.4,0.26,0.43,0.9974,3.08,0.38,8.9,5
white,6.5,0.26,0.28,0.99685,3.18,0.41,10,6
white,5.9,0.29,0.33,0.99495,3.26,0.41,9.6,5
white,6.2,0.28,0.43,0.99745,3.08,0.38,8.9,5
white,6.1,0.27,0.44,0.99505,3.12,0.4,8.9,5
white,6.4,0.43,0.32,0.992,3.08,0.41,11.4,5
white,6.1,0.36,0.58,0.9978,3.15,0.51,9,5
white,6.2,0.35,0.29,0.9956,3.36,0.55,10,6
white,7.7,0.24,0.29,0.9982,3.06,0.47,9.6,7
white,6.2,0.34,0.28,0.99485,3.14,0.6,9.7,5
white,6.3,0.27,0.46,0.9971,3.25,0.53,9.5,6
white,5.4,0.415,0.19,0.99265,3.54,0.41,10,7
white,6.9,0.48,0.36,0.9904,3.14,0.38,12.2,7
white,6.5,0.18,0.33,0.9965,3.28,0.44,8.7,7
white,6.7,0.15,0.29,0.9946,3.52,0.44,10.2,7
white,8.2,0.345,1,0.99965,2.96,0.43,9.6,5
white,8.5,0.16,0.35,0.9935,2.96,0.36,10,5
white,6.8,0.705,0.25,0.996,3.36,0.52,9.5,4
white,7.3,0.25,0.39,0.9942,3.18,0.46,11.5,5
white,7.6,0.345,0.26,0.9936,3.08,0.38,9.5,5
white,7.6,0.22,0.34,0.9965,3.08,0.49,9.8,6
white,6.5,0.17,0.33,0.9928,3.23,0.55,10.1,6
white,8.2,0.23,0.37,0.9928,2.99,0.36,10,5
white,7.6,0.22,0.34,0.9965,3.08,0.49,9.8,6
white,7.6,0.345,0.26,0.9936,3.08,0.38,9.5,5
white,7.5,0.32,0.26,0.9938,3.07,0.38,9.5,5
white,6.6,0.23,0.32,0.9926,3.39,0.54,10.2,7
white,6.6,0.2,0.32,0.9926,3.39,0.54,10.2,7
white,7.3,0.24,0.34,0.9983,3.03,0.42,9,6
white,7.3,0.24,0.34,0.9983,3.03,0.42,9,6
white,8,0.42,0.36,0.992,3.13,0.57,12.3,7
white,7.3,0.24,0.34,0.9983,3.03,0.42,9,6
white,6.1,0.19,0.25,0.9923,3.37,0.51,11.6,6
white,5.9,0.26,0.21,0.9972,3.28,0.43,9.5,6
white,8.3,0.23,0.43,0.9928,3.15,0.36,11.5,5
white,6.5,0.34,0.28,0.9928,3.13,0.37,9.6,6
white,6.8,0.22,0.35,0.9994,3.24,0.42,9,6
white,6.5,0.08,0.33,0.991,3.34,0.7,12,7
white,5.5,0.42,0.09,0.9906,3.33,0.51,11.4,7
white,5.1,0.42,0.01,0.9894,3.38,0.36,12.3,7
white,6,0.27,0.19,0.9898,3.32,0.47,12.6,7
white,6.8,0.22,0.35,0.9994,,0.42,9,6
white,6.5,0.08,0.33,0.991,3.34,0.7,12,7
white,7.1,0.13,0.38,0.9925,3.32,0.9,11.7,6
white,7.6,0.3,0.25,0.9956,3.12,0.49,9.2,5
white,6.6,0.13,0.3,0.9946,3.51,0.45,10.3,6
white,6.5,0.14,0.33,0.9966,3.25,0.49,8.6,5
white,7.7,0.28,0.33,0.9951,3.39,0.62,10.7,7
white,6,0.2,0.71,0.9927,3.12,0.47,9.8,5
white,6,0.19,0.71,0.9927,3.12,0.46,9.8,6
white,7.7,0.28,0.33,0.9951,3.39,0.62,10.7,7
white,5.1,0.39,0.21,0.9894,3.5,0.45,12.5,6
white,5.7,0.36,0.34,0.9907,3.41,0.45,11.9,6
white,6.9,0.19,0.33,0.9925,3.44,0.52,10.8,5
white,6,0.41,0.21,0.9928,3.42,0.52,10.5,6
white,7.4,0.28,0.3,0.9941,3.12,0.48,10.3,6
white,7.4,0.3,0.3,0.9941,3.12,0.45,10.3,6
white,6.9,0.19,0.33,0.9925,3.44,0.52,10.8,5
white,7.7,0.28,0.39,0.9935,3.06,0.38,12,7
white,8.6,0.16,0.38,0.9932,2.95,0.39,10.2,6
white,8.2,0.26,0.44,0.9944,3.14,0.62,10.2,4
white,6.5,0.25,0.27,0.9972,3.19,0.39,9.9,5
white,7,0.24,0.18,0.994,3.38,0.47,10.1,4
white,8.6,0.18,0.36,0.9956,3.25,0.55,9.5,6
white,7.8,0.27,0.34,0.9927,3.05,0.45,10.5,6
white,6,0.26,0.34,0.9924,3.29,0.63,10.4,5
white,6.1,0.24,0.27,0.9966,3.31,0.47,9.5,6
white,8,0.24,0.3,0.9997,3.05,0.5,9.2,6
white,7.6,0.21,0.6,0.9936,3.05,0.54,10.1,7
white,8,0.19,0.36,0.9936,3.15,0.45,9.8,7
white,6.4,0.28,0.41,0.9952,3.09,0.46,9.4,5
white,6.4,0.28,0.43,0.9952,3.09,0.45,9.4,6
white,6.9,0.24,0.39,0.9928,3.31,0.48,10.4,7
white,5.8,0.36,0.26,0.9911,3.34,0.55,11.3,6
white,6.6,0.18,0.28,0.993,3.42,0.64,10.8,6
white,5.8,0.36,0.26,0.9911,3.34,0.55,11.3,6
white,5.1,0.52,0.06,0.9932,3.32,0.43,9.3,5
white,6.6,0.22,0.37,0.993,3.37,0.55,10.3,7
white,8.3,0.15,0.39,0.993,3.08,0.39,10.5,6
white,7.6,0.16,0.44,0.9932,3.11,0.75,10.3,6
white,7.7,0.16,0.41,0.9932,3.24,0.66,11.2,7
white,8.3,0.16,0.48,0.9943,3.15,0.41,10.3,6
white,6.2,0.25,0.47,0.9968,3.19,0.5,9.5,5
white,6.1,0.16,0.27,0.9994,3.66,0.43,8.9,5
white,7.6,0.39,0.22,0.9926,3.03,0.29,10.2,5
white,6.8,0.37,0.47,0.9968,2.98,0.88,9.2,5
white,7.6,0.16,0.44,0.9932,3.11,0.75,10.3,6
white,7.1,0.18,0.42,0.9916,2.95,0.31,10.5,6
white,8.3,0.14,0.26,0.9946,3.21,0.62,9.5,6
white,8.6,0.2,0.42,0.9925,3.11,0.49,11.4,7
white,8.6,0.2,0.42,0.9925,3.11,0.49,11.4,7
white,6.8,0.19,0.32,0.9935,3.25,0.37,11.1,8
white,7.6,0.19,0.38,0.9962,3.13,0.38,10.5,6
white,6.8,0.34,0.74,0.9928,3.51,0.7,12,6
white,6.2,0.15,0.46,0.993,3.38,0.51,9.7,6
white,6.6,0.14,0.44,0.993,3.32,0.51,10.2,6
white,8,0.55,0.17,0.9956,3.09,0.3,9.5,4
white,7,0.24,0.35,0.9941,3.41,0.59,10.4,7
white,6.3,0.6,0.44,0.9972,3.19,0.57,9.3,4
white,7.1,0.2,0.41,0.9948,3.48,0.62,10.5,6
white,6.2,0.34,0.29,0.9955,3.35,0.62,10,6
white,7.1,0.3,0.36,0.9972,3.49,0.64,10.2,6
white,7.1,0.3,0.36,0.9972,3.49,0.64,10.2,6
white,7.9,0.64,0.46,0.9983,2.87,0.74,9.1,3
white,8.8,0.17,0.38,0.9942,3.16,0.67,10.2,6
white,7.5,0.17,0.37,0.9936,3.54,0.88,10.7,5
white,7.1,0.47,0.24,0.9956,3.21,0.56,9.7,5
white,7.1,0.15,0.34,0.9953,3.37,0.52,9.3,7
white,7.5,0.17,0.34,0.9918,3.05,0.74,11,5
white,8.2,0.68,0.3,0.995,3.22,0.71,10.8,4
white,7.7,0.275,0.3,0.992,3.01,0.56,10.7,5
white,7.3,0.49,0.32,0.9952,3.24,0.45,10.7,4
white,7.5,0.33,0.48,1.001,2.95,0.4,8.8,5
white,7.2,0.21,0.37,0.9924,3.16,0.48,10.9,7
white,7.3,0.15,0.4,0.9932,3.14,0.45,10.5,5
white,6.5,0.19,0.1,0.9937,3.29,0.45,10,5
white,7,0.31,0.52,0.9918,3.07,0.43,10.4,5
white,8.3,0.4,0.38,0.9934,3.03,0.43,9.2,5
white,6.1,0.37,0.36,0.991,3.31,0.62,12.6,6
white,7.3,0.24,0.34,0.9962,3.1,0.54,9,5
white,6.9,0.21,0.81,0.9932,3.03,0.39,9.2,6
white,7.6,0.29,0.42,0.9908,2.99,0.39,11.3,5
white,9.4,0.29,0.55,0.9962,3.12,0.69,10.3,4
white,7,0.31,0.52,0.9918,3.07,0.43,10.4,5
white,8.6,0.26,0.41,0.9941,2.96,0.44,10,5
white,7.5,0.21,0.34,0.9931,3.51,0.47,10.7,6
white,7.2,0.51,0.24,0.9981,3.41,0.47,9,5
white,7.5,0.21,0.34,0.9931,3.51,0.47,10.7,6
white,5.3,0.3,0.2,0.9944,3.3,0.54,8.7,4
white,8,0.26,0.36,0.992,3.09,0.72,11.6,7
white,7,0.21,0.28,0.9966,3.34,0.55,9.4,5
white,6.7,0.26,0.26,0.9956,3.31,0.68,9.5,5
white,6.7,0.26,0.26,0.9956,3.3,0.67,9.5,5
white,8.1,0.26,0.37,0.9949,3.37,0.7,10.9,6
white,8.3,0.22,0.38,1.0002,3.22,0.5,9.7,5
white,6.4,0.3,0.51,0.9942,3.08,0.45,9.1,6
white,7.5,0.19,0.34,0.9923,3.1,0.49,11.1,7
white,8.8,0.33,0.44,0.9917,2.96,0.4,12.6,7
white,6.9,0.2,0.36,0.9931,3.35,0.56,11,6
white,8,0.37,0.32,0.992,3,0.55,11.3,7
white,8.3,0.22,0.38,1.0002,3.22,0.5,9.7,5
white,8.2,0.29,0.33,0.9953,2.96,0.4,10.9,7
white,7.7,0.34,0.3,0.9951,2.97,0.47,10.9,5
white,6.2,0.55,0.45,0.9974,3.17,0.5,9.3,6
white,6.4,0.4,0.19,0.9904,3.22,0.54,12.7,7
white,7.5,0.28,0.33,0.9974,3.37,0.59,10.1,6
white,7.8,0.26,0.44,0.9944,3.18,0.65,10,5
white,6.5,0.26,0.34,1.0004,3.49,0.42,9.8,5
white,,,0.29,0.9952,3.29,0.53,10.1,6
white,6.8,0.15,0.33,0.9956,3.43,0.39,9,7
white,6.3,0.27,0.25,0.995,3.28,0.38,9.4,6
white,6.3,0.27,0.25,0.995,3.28,0.38,9.4,6
white,7.4,0.2,0.37,0.9995,3.03,0.42,9.2,6
white,6.3,0.23,0.21,0.9942,3.36,0.33,10.1,7
white,7.3,0.31,0.69,0.9977,3.06,0.45,8.6,5
white,5.2,0.24,0.45,0.992,3.55,0.49,11.2,8
white,7,0.24,0.32,0.992,3.17,0.42,11.2,8
white,7.4,0.2,0.37,0.9995,3.03,0.42,9.2,6
white,7,0.17,0.33,0.9934,3.19,0.39,10.6,7
white,8.3,0.21,0.58,1.0006,3.01,0.51,9.3,6
white,7.2,0.21,0.35,0.9982,3.05,0.47,8.9,6
white,7.1,0.21,0.4,0.9928,3.42,0.43,10.6,6
white,8.4,0.17,0.31,0.9945,3.1,0.32,10.6,7
white,7.4,0.24,0.31,0.9963,3.09,0.32,8.8,5
white,5.3,0.24,0.33,0.9906,3.59,0.38,11,8
white,6.5,0.28,0.26,0.9956,3.32,0.37,10.2,6
white,6.3,0.23,0.21,0.9942,3.36,0.33,10.1,7
white,6.5,0.29,0.25,0.9962,3.31,0.34,10.1,6
white,5.8,0.29,0.21,0.9894,3.39,0.79,14,7
white,6.3,0.27,0.25,0.995,3.28,0.38,9.4,6
white,6.3,0.17,0.42,0.9908,3.27,0.43,11.8,6
white,6.3,0.16,0.4,0.9914,3.44,0.53,11.4,5
white,7.9,0.29,0.39,0.9938,3.12,0.42,10.7,5
white,7.3,0.31,0.69,0.9977,3.06,0.45,8.6,5
white,5.5,0.32,0.45,0.9922,3.51,0.49,11.5,7
white,5.2,0.24,0.45,0.992,3.55,0.49,11.2,8
white,7.2,0.37,0.15,0.9903,3.3,0.59,12.6,7
white,6.1,0.29,0.27,0.9893,3.21,0.51,12.6,7
white,9.2,0.22,0.4,0.9952,3.04,0.46,9.3,4
white,7.2,0.37,0.15,0.9903,3.3,0.59,12.6,7
white,8,0.18,0.37,0.9912,3.06,0.61,12.1,6
white,6.5,0.22,0.34,0.9983,3.52,0.44,9.9,6
white,7.4,0.18,0.4,0.9937,3.28,0.44,10.7,5
white,6.5,0.52,0.17,0.9932,3.26,0.32,10,4
white,7,0.15,0.38,0.9928,3.13,0.39,10.4,8
white,5.9,0.415,0.13,0.9922,3.29,0.52,10.5,5
white,8.1,0.45,0.34,0.9976,3.31,0.64,9.7,5
white,5.8,0.415,0.13,0.9922,3.29,0.52,10.5,5
white,6.4,0.5,0.16,0.9974,3.28,0.33,9,5
white,6.7,0.105,0.32,0.998,3.54,0.45,9.2,6
white,6,0.4,0.3,0.9931,3.17,0.48,10.1,6
white,6.6,0.25,0.39,0.9911,3.35,0.4,11.4,7
white,9.8,0.36,0.45,0.9944,2.93,0.46,10.8,5
white,9.6,0.23,0.4,0.9937,2.96,0.49,10.9,5
white,6.3,0.55,0.45,0.9974,3.2,0.46,9.2,6
white,6.5,0.115,0.29,0.989,3.12,0.25,12.9,7
white,6.4,0.125,0.29,0.992,3.23,0.32,12,7
white,5.7,0.1,0.27,0.9928,3.27,0.46,9.5,5
white,7.9,0.25,0.29,0.9918,3.06,0.32,11.8,7
white,6.9,0.2,0.28,0.9936,3.19,0.43,9.1,6
white,6.9,0.23,0.34,0.9944,3.2,0.52,9.7,6
white,6.8,0.39,0.31,0.9988,3.17,0.54,9.1,5
white,8.7,0.22,0.42,0.994,2.99,0.43,10,5
white,7.4,0.41,0.34,0.9953,3.25,0.42,10.4,5
white,6.7,0.25,0.34,0.9986,3.44,0.47,9.5,6
white,6,0.26,0.42,0.9914,3.4,0.4,12.3,8
white,6.1,0.31,0.37,0.9934,3.42,0.4,11.7,8
white,9.2,0.28,0.46,0.996,3.14,0.58,9.5,5
white,9,0.31,0.49,0.9937,2.99,0.34,11.5,5
white,8.5,0.16,0.33,0.9921,3.14,0.46,10.6,6
white,9.3,0.34,0.49,0.998,3.17,0.61,10.2,5
white,9.2,0.28,0.46,0.996,3.14,0.58,9.5,5
white,7.2,0.24,0.3,0.9933,3.25,0.45,10.5,5
white,7.2,0.25,0.32,0.9933,3.26,0.44,10.5,5
white,6.8,0.32,0.18,0.9959,3.14,0.41,8.9,5
white,9.1,0.27,0.32,0.9936,3.03,0.41,10.6,5
white,8.9,0.34,0.32,0.9953,3.17,0.49,9.5,5
white,7,0.17,0.37,0.9938,3.2,0.49,10.8,6
white,6.7,0.25,0.23,0.9952,3.14,0.35,9.5,5
white,6.9,0.32,0.17,0.9959,3.13,0.4,8.9,5
white,6.8,0.32,0.18,0.9959,3.14,0.41,8.9,5
white,6.1,0.6,0,0.9937,3.31,0.38,9.4,4
white,5.3,0.395,0.07,0.992,3.5,0.35,10.6,6
white,7.9,0.16,0.3,0.9967,3.47,0.44,9,4
white,7.6,0.33,0.36,0.9944,3.42,0.48,10.5,4
white,7.8,0.3,0.29,0.9998,3.16,0.38,9,6
white,7.8,0.3,0.29,0.9998,3.16,0.38,9,6
white,5.7,0.26,0.27,0.9942,3.27,0.38,9.4,6
white,7.8,0.3,0.29,0.9998,3.16,0.38,9,6
white,7.5,0.14,0.34,0.9945,3.29,0.8,9.6,6
white,7.8,0.3,0.29,0.9998,3.16,0.38,9,6
white,6.6,0.25,0.41,0.9946,3.15,0.6,10.2,7
white,5.7,0.26,0.27,0.9942,3.27,0.38,9.4,6
white,8.2,0.23,0.49,0.9928,3.07,0.38,10.4,6
white,6,0.24,0.32,0.9946,3.52,0.41,10.4,5
white,6.1,0.45,0.27,0.9927,3.23,0.32,9.5,5
white,7.4,0.23,0.43,0.9938,3.22,0.62,10.6,6
white,7.2,0.2,0.38,0.9918,3.21,0.37,11,5
white,7.5,0.14,0.34,0.9945,3.29,0.8,9.6,6
white,7.7,0.25,0.43,0.9966,3.38,0.5,9.9,6
white,8.2,0.61,0.45,0.9954,3.14,0.34,9.6,5
white,7.6,0.21,0.44,0.9913,3.01,0.7,12.8,6
white,7.4,0.22,0.33,0.9931,3.42,0.55,11.4,5
white,7.2,0.26,0.26,0.9986,3.41,0.5,10,6
white,6.4,0.25,0.41,0.9965,3,0.44,9.1,5
white,6.3,0.32,0.35,0.9984,3.36,0.5,9.4,7
white,6.8,0.25,0.29,0.9952,3.46,0.54,10.2,6
white,9.8,0.44,0.4,0.9956,2.97,0.39,9.2,5
white,7.2,0.2,0.25,0.9949,3.23,0.36,9.4,5
white,8.2,0.61,0.45,0.9954,3.14,0.34,9.6,5
white,7.5,0.42,0.45,0.996,3.12,0.36,10.1,6
white,7.4,0.22,0.33,0.9931,3.42,0.55,11.4,5
white,6.4,0.26,0.3,0.992,3.21,0.47,10.6,6
white,7.9,0.46,0.32,0.9912,3.18,0.44,12.8,7
white,6.5,0.41,0.64,0.9978,3.12,0.51,8.9,5
white,7.5,0.32,0.37,0.9938,3.09,0.43,9.3,5
white,6.6,0.21,0.38,0.9914,3.25,0.4,11.1,8
white,7.1,0.21,0.3,0.9932,3.13,0.33,9.9,6
white,7.6,0.26,0.47,0.9944,3.1,0.45,9.6,5
white,7.6,0.21,0.44,0.9913,3.01,0.7,12.8,6
white,6.9,0.25,0.26,0.9948,3.16,0.72,10.7,7
white,7.1,0.26,0.32,0.998,2.96,0.42,9.2,6
white,7.3,0.22,0.4,0.9998,3.36,0.41,9.1,7
white,6.2,0.37,0.22,0.9964,3.33,0.6,9.6,6
white,7.9,0.22,0.45,0.9992,3.03,0.46,9.2,6
white,6.9,0.25,0.26,0.9948,3.16,0.72,10.7,7
white,7.3,0.22,0.4,0.9998,3.36,0.41,9.1,7
white,7.1,0.26,0.32,0.998,2.96,0.42,9.2,6
white,7.4,0.25,0.37,0.9939,3,0.48,10.7,7
white,6.8,0.18,0.37,0.992,3.3,0.45,10.8,6
white,7,0.17,0.37,0.9922,3.3,0.46,10.8,7
white,6.4,0.3,0.38,0.9955,3.1,0.37,9,5
white,5,0.33,0.16,0.9917,3.48,0.44,10.7,6
white,5,0.33,0.16,0.9917,3.48,0.44,10.7,6
white,8.9,0.33,0.32,0.9954,3.19,0.46,9.4,5
white,7,0.26,0.46,0.9986,2.94,0.35,8.8,6
white,6.4,0.3,0.38,0.9955,3.1,0.37,9,5
white,6.3,0.21,0.4,0.9917,3.42,0.49,11.5,6
white,8,0.23,0.46,0.9907,3.23,0.47,12.5,6
white,9.2,0.28,0.41,0.9922,2.96,0.25,10.5,6
white,7.3,0.27,0.39,0.9958,3.29,0.3,9.7,5
white,7.6,0.32,0.36,0.993,3.23,0.52,11.3,6
white,5,0.33,0.16,0.9917,3.48,0.44,10.7,6
white,9.7,0.24,0.45,0.9926,2.74,0.47,10.8,6
white,8,0.28,0.42,0.9959,3.17,0.43,10.6,5
white,8.2,0.37,0.36,0.9906,3.04,0.32,11.7,8
white,8,0.61,0.38,0.9993,2.94,0.48,9.2,5
white,7.2,0.26,0.44,0.993,3.02,0.34,11.1,8
white,8.2,0.37,0.36,0.9906,3.04,0.32,11.7,8
white,6.4,0.23,0.33,0.992,3.33,0.44,11,6
white,5.9,0.4,0.32,0.992,3.51,0.58,12.5,7
white,7.6,0.28,0.39,0.994,3.16,0.67,10,6
white,8,0.28,0.42,0.9959,3.17,0.43,10.6,5
white,7.2,0.23,0.39,0.9908,3.26,0.54,12.3,7
white,6.8,0.32,0.37,0.9902,3.14,0.53,12.7,6
white,7.2,0.23,0.39,0.9908,3.26,0.54,12.3,7
white,6.9,0.18,0.38,0.9943,3.1,0.42,10.5,5
white,9.4,0.26,0.53,0.9921,3.23,0.28,12.5,6
white,8.3,0.33,0.42,0.9911,3.2,0.32,12.4,3
white,7.3,0.29,0.3,0.9986,3.06,0.41,8.7,6
white,7.9,0.41,0.37,0.992,3.17,0.54,12.4,7
white,7.9,0.44,0.37,0.992,3.16,0.54,12.6,7
white,7.7,0.39,0.3,0.9943,3.38,0.44,11,6
white,7.7,0.26,0.31,0.9937,3.42,0.5,10.1,6
white,7.8,0.32,0.31,0.993,3.03,0.48,10.5,5
white,6.8,0.32,0.37,0.9902,3.14,0.53,12.7,6
white,7.3,0.24,0.39,0.9928,3.17,0.51,10.9,5
white,7.1,0.44,0.37,0.9896,3.07,0.43,13.5,7
white,10.3,0.25,0.48,0.998,3.19,0.59,9.7,5
